,SPECIES,COUNTRY,REGION,PROCESSING_METHOD,AROMA,FLAVOR,AFTERTASTE,ACIDITY,BODY,BALANCE,UNIFORMITY,CLEAN_CUP,SWEETNESS,CUPPER_POINTS,TOTAL_CUP_POINTS,MOISTURE,COLOR,UNIT_OF_MEASUREMENT,ALTITUDE_LOW_METERS,ALTITUDE_HIGH_METERS,ALTITUDE_MEAN_METERS,COUNTRY_CODE,LATITUDE,LONGITUDE
340,Arabica,Brazil,grama valley,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10.0,10.0,10.0,7.17,81.0,0.11,Bluish-Green,m,,,,BRA,-10,-55
341,Arabica,Brazil,cerrado,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10.0,6.67,10.0,7.75,81.0,0.12,Green,m,,,,BRA,-10,-55
342,Arabica,Brazil,mantiqueira de minas,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,Green,m,1200.0,1200.0,1200.0,BRA,-10,-55
343,Arabica,Brazil,south of minas,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,None,m,1100.0,1100.0,1100.0,BRA,-10,-55
344,Arabica,Brazil,monte carmelo,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,0.0,Green,m,,,,BRA,-10,-55
345,Arabica,Brazil,monte carmelo,None,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,80.58,0.11,Green,m,,,,BRA,-10,-55
346,Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,0.0,Green,m,1200.0,1200.0,1200.0,BRA,-10,-55
347,Arabica,Brazil,vale da grama,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,0.11,Green,m,1250.0,1250.0,1250.0,BRA,-10,-55
348,Arabica,Brazil,mantiqueira de minas,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0.1,None,m,1250.0,1250.0,1250.0,BRA,-10,-55
349,Arabica,Brazil,cerrado - monte carmelo - minas gerais,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,80.25,0.11,Green,m,995.0,995.0,995.0,BRA,-10,-55
350,Arabica,Brazil,mantiqueira de minas,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,80.08,0.11,Green,m,1100.0,1100.0,1100.0,BRA,-10,-55
351,Arabica,Brazil,monte carmelo,Natural / Dry,6.83,7.0,6.92,7.08,6.92,6.83,10.0,10.0,10.0,6.83,78.42,0.12,Green,m,,,,BRA,-10,-55
352,Arabica,Brazil,,Washed / Wet,7.0,6.75,6.67,6.83,7.08,6.83,10.0,10.0,10.0,6.67,77.83,0.11,None,m,,,,BRA,-10,-55
353,Arabica,Brazil,south of minas,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,8.0,8.0,10.0,7.0,77.33,0.0,Green,m,890.0,890.0,890.0,BRA,-10,-55
354,Arabica,Brazil,monte carmelo,Natural / Dry,7.17,7.0,6.83,7.5,7.17,7.0,8.0,8.0,10.0,7.0,75.67,0.11,Green,m,,,,BRA,-10,-55
355,Arabica,Brazil,campos altos - cerrado,None,7.25,6.58,6.58,7.0,7.0,6.42,8.0,8.0,10.0,6.67,73.5,0.11,Green,m,,,,BRA,-10,-55
356,Arabica,Brazil,cerrado,Natural / Dry,7.0,7.0,6.83,7.0,7.33,6.83,6.0,6.0,10.0,6.67,70.67,0.11,Green,m,,,,BRA,-10,-55
357,Arabica,Peru,,Washed / Wet,8.42,8.5,8.33,8.5,8.25,8.25,10.0,10.0,10.0,8.5,88.75,0.11,Bluish-Green,m,,,,PER,-10,-76
358,Arabica,Peru,cajamarca,Washed / Wet,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,8.0,85.75,0.1,Green,m,,,,PER,-10,-76
359,Arabica,Peru,"penachi, cecanor",None,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.0,None,m,,,,PER,-10,-76
360,Arabica,Peru,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,0.12,Green,m,,,,PER,-10,-76
361,Arabica,Peru,,None,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.5,83.17,0.11,Green,m,,,,PER,-10,-76
362,Arabica,Peru,peru,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,82.42,0.0,Green,m,,,,PER,-10,-76
363,Arabica,Peru,puno,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.25,81.42,0.1,Bluish-Green,m,,,,PER,-10,-76
364,Arabica,Peru,huanuco,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,7.17,79.75,0.12,Green,m,,,,PER,-10,-76
365,Arabica,Peru,san ignacio,Washed / Wet,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,7.0,79.0,0.0,None,m,1400.0,1400.0,1400.0,PER,-10,-76
366,Arabica,Peru,san ignacio,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,77.0,0.0,Green,m,900.0,1500.0,1200.0,PER,-10,-76
367,Arabica,United States,antioquia,Washed / Wet,8.25,8.42,8.17,8.33,8.08,8.17,10.0,10.0,10.0,8.5,87.92,0.0,None,m,1872.0,1872.0,1872.0,USA,38,-97
368,Arabica,United States,antioquia,Washed / Wet,8.08,8.67,8.33,8.42,8.0,8.08,10.0,10.0,10.0,8.33,87.92,0.0,None,m,1943.0,1943.0,1943.0,USA,38,-97
369,Arabica,United States,kona,None,8.33,8.42,8.08,8.25,8.25,8.0,10.0,10.0,10.0,8.58,87.92,0.0,None,ft,609.6,609.6,609.6,USA,38,-97
370,Arabica,United States,antioquia,Washed / Wet,8.0,8.5,8.58,8.17,8.17,8.0,10.0,10.0,10.0,8.17,87.58,0.0,None,m,2080.0,2080.0,2080.0,USA,38,-97
371,Arabica,United States,antioquia,Washed / Wet,8.0,8.25,8.08,8.5,8.25,8.0,10.0,10.0,10.0,8.17,87.25,0.0,None,m,2019.0,2019.0,2019.0,USA,38,-97
372,Arabica,United States,antioquia,Washed / Wet,8.25,8.33,8.17,8.17,7.83,8.17,10.0,10.0,10.0,8.17,87.08,0.0,None,m,2112.0,2112.0,2112.0,USA,38,-97
373,Arabica,United States,kona,Natural / Dry,8.08,8.17,8.0,7.92,7.92,7.83,10.0,10.0,10.0,8.33,86.25,0.0,None,ft,,,,USA,38,-97
374,Arabica,United States,kona,None,8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,10.0,8.25,86.25,0.0,None,ft,,,,USA,38,-97
375,Arabica,United States,antioquia,Washed / Wet,7.67,8.17,8.0,8.0,8.17,8.08,10.0,10.0,10.0,8.08,86.17,0.0,None,m,1941.0,1941.0,1941.0,USA,38,-97
376,Arabica,United States,kona,None,8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,8.17,86.0,0.0,None,ft,426.72,426.72,426.72,USA,38,-97
377,Arabica,United States,kona,Natural / Dry,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,8.0,85.58,0.0,None,ft,,,,USA,38,-97
378,Arabica,United States,kona,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,0.0,None,ft,,,,USA,38,-97
379,Arabica,United States,kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,Bluish-Green,ft,,,,USA,38,-97
380,Arabica,United States,kona,None,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,85.08,0.01,None,ft,,,,USA,38,-97
381,Arabica,United States,kona,None,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0.0,None,ft,,,,USA,38,-97
382,Arabica,United States,kona,None,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,0.0,None,ft,,,,USA,38,-97
383,Arabica,United States,kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,None,ft,,,,USA,38,-97
384,Arabica,United States,kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,Blue-Green,ft,,,,USA,38,-97
385,Arabica,United States,kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,84.25,0.11,Bluish-Green,ft,,,,USA,38,-97
386,Arabica,United States,kona,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,84.08,0.11,Green,ft,,,,USA,38,-97
387,Arabica,United States,yauco region,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,83.75,0.12,Green,ft,853.44,853.44,853.44,USA,38,-97
388,Arabica,United States,kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,83.75,0.0,Bluish-Green,ft,,,,USA,38,-97
389,Arabica,United States,kona,None,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,83.75,0.0,None,ft,,,,USA,38,-97
390,Arabica,United States,,None,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,83.67,0.0,None,ft,,,,USA,38,-97
391,Arabica,United States,,None,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.5,0.01,None,ft,,,,USA,38,-97
392,Arabica,United States,kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.0,Green,ft,,,,USA,38,-97
393,Arabica,United States,kona,None,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42,0.01,None,ft,,,,USA,38,-97
394,Arabica,United States,kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0.11,Bluish-Green,ft,,,,USA,38,-97
395,Arabica,United States,kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0.1,Bluish-Green,ft,,,,USA,38,-97
396,Arabica,United States,kona,None,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,83.33,0.01,None,ft,,,,USA,38,-97
397,Arabica,United States,,None,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,83.33,0.0,None,ft,,,,USA,38,-97
398,Arabica,United States,kona,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,83.25,0.11,Bluish-Green,ft,,,,USA,38,-97
399,Arabica,United States,kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,83.17,0.11,Bluish-Green,ft,,,,USA,38,-97
400,Arabica,United States,kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,83.08,0.12,Bluish-Green,ft,,,,USA,38,-97
401,Arabica,United States,kona,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,7.5,83.08,0.1,Bluish-Green,ft,,,,USA,38,-97
402,Arabica,United States,kona,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,8.08,83.08,0.0,None,ft,,,,USA,38,-97
403,Arabica,United States,kona,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,7.42,83.08,0.12,Green,ft,,,,USA,38,-97
404,Arabica,United States,yauco region,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,7.42,83.0,0.0,Bluish-Green,ft,853.44,853.44,853.44,USA,38,-97
405,Arabica,United States,,None,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,83.0,0.0,None,ft,,,,USA,38,-97
406,Arabica,United States,,None,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.0,0.0,None,ft,,,,USA,38,-97
407,Arabica,United States,kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,7.5,82.92,0.1,Green,ft,,,,USA,38,-97
408,Arabica,United States,berastagi,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,7.58,82.83,0.0,None,m,1200.0,1200.0,1200.0,USA,38,-97
409,Arabica,United States,kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.42,82.75,0.1,Blue-Green,ft,,,,USA,38,-97
410,Arabica,United States,kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,7.75,82.75,0.1,Green,ft,,,,USA,38,-97
411,Arabica,United States,kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,7.75,82.75,0.12,Green,ft,,,,USA,38,-97
412,Arabica,United States,kona,None,7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,10.0,7.42,82.75,0.0,None,ft,,,,USA,38,-97
413,Arabica,United States,kona,None,7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,7.58,82.67,0.03,None,ft,,,,USA,38,-97
414,Arabica,United States,kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,82.5,0.12,Green,ft,,,,USA,38,-97
415,Arabica,United States,kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,0.0,Bluish-Green,ft,,,,USA,38,-97
416,Arabica,United States,kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,Bluish-Green,ft,,,,USA,38,-97
417,Arabica,United States,kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,Green,ft,,,,USA,38,-97
418,Arabica,United States,kona,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,8.0,81.83,0.0,Bluish-Green,ft,,,,USA,38,-97
419,Arabica,United States,kona,None,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,7.33,81.83,0.02,None,ft,,,,USA,38,-97
420,Arabica,United States,kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,7.25,81.67,0.1,Green,ft,,,,USA,38,-97
421,Arabica,United States,kona,None,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,7.33,81.5,0.0,None,ft,,,,USA,38,-97
422,Arabica,United States,kona,None,7.83,7.0,7.0,7.58,7.58,7.5,10.0,10.0,10.0,6.92,81.42,0.01,None,ft,,,,USA,38,-97
423,Arabica,United States,kona,None,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10.0,7.75,81.17,0.04,None,ft,,,,USA,38,-97
424,Arabica,United States,central america,Natural / Dry,7.42,7.17,7.33,7.42,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.0,None,ft,1706.88,1706.88,1706.88,USA,38,-97
425,Arabica,United States,yauco region,Washed / Wet,7.67,7.75,7.67,7.58,7.58,7.67,6.67,10.0,10.0,8.5,81.08,0.0,Green,ft,853.44,853.44,853.44,USA,38,-97
426,Arabica,United States,,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10.0,10.0,10.0,7.33,81.08,0.06,Blue-Green,ft,,,,USA,38,-97
427,Arabica,United States,kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,Bluish-Green,ft,,,,USA,38,-97
428,Arabica,United States,kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,0.1,Blue-Green,ft,,,,USA,38,-97
429,Arabica,United States,kona,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,Bluish-Green,ft,,,,USA,38,-97
430,Arabica,United States,,None,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0.0,None,ft,,,,USA,38,-97
431,Arabica,United States,kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,0.11,Green,ft,,,,USA,38,-97
432,Arabica,United States,kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,80.33,0.12,Green,ft,,,,USA,38,-97
433,Arabica,United States,kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,Green,ft,,,,USA,38,-97
434,Arabica,United States,kona,None,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,None,ft,,,,USA,38,-97
435,Arabica,United States,kona,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,7.0,79.92,0.11,Green,ft,,,,USA,38,-97
436,Arabica,United States,kona,None,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,7.58,79.92,0.05,None,ft,,,,USA,38,-97
437,Arabica,United States,kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7.17,79.83,0.12,Blue-Green,ft,,,,USA,38,-97
438,Arabica,United States,yauco region,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,10.0,9.33,10.0,6.92,79.08,0.13,Green,ft,853.44,853.44,853.44,USA,38,-97
439,Arabica,United States,kona,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,0.12,Green,ft,,,,USA,38,-97
440,Arabica,United States,kona,None,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10.0,7.25,78.58,0.0,None,ft,,,,USA,38,-97
441,Arabica,United States,kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,7.83,78.33,0.1,Bluish-Green,ft,,,,USA,38,-97
442,Arabica,United States,kona,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,Green,ft,,,,USA,38,-97
443,Arabica,United States,kona,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,8.0,8.67,9.33,7.25,78.25,0.11,Green,ft,,,,USA,38,-97
444,Arabica,United States,kona,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,8.0,8.67,9.33,7.33,78.0,0.12,Green,ft,,,,USA,38,-97
445,Arabica,United States,kona,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6.0,7.58,77.58,0.12,Green,ft,,,,USA,38,-97
446,Arabica,United States,kona,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10.0,6.75,77.25,0.12,Green,ft,,,,USA,38,-97
447,Arabica,United States,kona,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,76.25,0.0,Green,ft,,,,USA,38,-97
448,Arabica,United States,kona,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,8.0,8.0,8.0,7.5,76.17,0.0,Bluish-Green,ft,,,,USA,38,-97
449,Arabica,United States,kona,Natural / Dry,7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,7.33,74.42,0.0,Blue-Green,ft,,,,USA,38,-97
450,Arabica,United States,kona,Natural / Dry,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,73.67,0.0,None,ft,,,,USA,38,-97
451,Arabica,United States,kona,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58,0.11,Green,ft,,,,USA,38,-97
452,Robusta,United States,chikmagalur,Natural / Dry,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10.0,7.58,7.33,79.33,0.0,Green,m,3000.0,3000.0,3000.0,USA,38,-97
453,Robusta,United States,"kwanza norte province, angola",Natural / Dry,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,7.17,77.17,0.0,None,m,795.0,795.0,795.0,USA,38,-97
454,Arabica,Indonesia,sulawesi,None,8.33,8.25,7.83,7.75,8.5,8.42,10.0,10.0,10.0,8.33,87.42,0.03,None,m,1200.0,1800.0,1500.0,IDN,-5,120
455,Arabica,Indonesia,lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,Green,m,1250.0,1400.0,1325.0,IDN,-5,120
456,Arabica,Indonesia,"temanggung, indonesia",Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,Green,m,1200.0,1200.0,1200.0,IDN,-5,120
457,Arabica,Indonesia,sumatra brastagi,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,0.0,Blue-Green,m,1400.0,1400.0,1400.0,IDN,-5,120
458,Arabica,Indonesia,aceh tengah,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13,0.12,Bluish-Green,m,,,,IDN,-5,120
459,Arabica,Indonesia,east java,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67,0.12,Green,m,1200.0,1600.0,1400.0,IDN,-5,120
460,Arabica,Indonesia,bener meriah,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0.13,Bluish-Green,m,1500.0,1500.0,1500.0,IDN,-5,120
461,Arabica,Indonesia,bondowoso,None,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5,0.0,None,m,1600.0,1600.0,1600.0,IDN,-5,120
462,Arabica,Indonesia,dolok sanggul,None,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.5,83.08,0.0,None,m,1300.0,1400.0,1350.0,IDN,-5,120
463,Arabica,Indonesia,sapan toraja,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,82.75,0.12,Blue-Green,m,1500.0,1500.0,1500.0,IDN,-5,120
464,Arabica,Indonesia,aceh,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.13,Blue-Green,m,1200.0,1300.0,1250.0,IDN,-5,120
465,Arabica,Indonesia,bali,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,7.42,82.5,0.11,Green,m,1250.0,1250.0,1250.0,IDN,-5,120
466,Arabica,Indonesia,aceh gayo,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,None,m,1300.0,1300.0,1300.0,IDN,-5,120
467,Arabica,Indonesia,bali,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,0.11,Green,m,1250.0,1250.0,1250.0,IDN,-5,120
468,Arabica,Indonesia,lington nihuta,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,0.11,None,m,1300.0,1300.0,1300.0,IDN,-5,120
469,Arabica,Indonesia,bener meriah,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.58,81.67,0.11,Bluish-Green,m,,,,IDN,-5,120
470,Arabica,Indonesia,ijen,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,7.17,81.5,0.12,Green,m,1200.0,1600.0,1400.0,IDN,-5,120
471,Arabica,Indonesia,sumatra brastagi,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,Blue-Green,m,1200.0,1500.0,1350.0,IDN,-5,120
472,Arabica,Indonesia,ijen,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,10.0,10.0,10.0,6.83,78.17,0.13,None,m,1300.0,1300.0,1300.0,IDN,-5,120
473,Arabica,Indonesia,indonesia,Natural / Dry,7.33,7.0,6.5,6.08,7.58,6.33,9.33,10.0,9.33,6.67,76.17,0.12,None,m,3500.0,3500.0,3500.0,IDN,-5,120
474,Arabica,China,yunnan,Washed / Wet,8.42,8.25,8.08,8.17,7.92,8.0,10.0,10.0,10.0,8.42,87.25,0.1,Green,m,1450.0,1450.0,1450.0,CHN,35,105
475,Arabica,China,yunnan,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,0.1,Green,m,1700.0,1700.0,1700.0,CHN,35,105
476,Arabica,China,yunnan,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,0.1,Green,m,1680.0,1680.0,1680.0,CHN,35,105
477,Arabica,China,yunnan,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,0.0,Green,m,1100.0,1100.0,1100.0,CHN,35,105
478,Arabica,China,yunnan,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.1,Green,m,1400.0,1400.0,1400.0,CHN,35,105
479,Arabica,China,yunnan,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,83.75,0.1,Green,m,1650.0,1650.0,1650.0,CHN,35,105
480,Arabica,China,yunnan,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58,0.1,Green,m,1100.0,1100.0,1100.0,CHN,35,105
481,Arabica,China,yunnan,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.11,Green,m,1200.0,1200.0,1200.0,CHN,35,105
482,Arabica,China,dehong prefecture,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.1,Green,m,1600.0,1600.0,1600.0,CHN,35,105
483,Arabica,China,yunnan,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,7.58,82.75,0.1,Green,m,1100.0,1100.0,1100.0,CHN,35,105
484,Arabica,China,menglian,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.75,0.11,Green,m,1500.0,1500.0,1500.0,CHN,35,105
485,Arabica,China,yunnan,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.42,0.1,Green,m,1600.0,1600.0,1600.0,CHN,35,105
486,Arabica,China,xishuangbanna prefecture,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.33,0.12,Green,m,1580.0,1580.0,1580.0,CHN,35,105
487,Arabica,China,yunnan,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,0.17,Green,m,1700.0,1700.0,1700.0,CHN,35,105
488,Arabica,China,yunnan,Washed / Wet,7.0,6.92,6.83,7.17,7.17,7.17,10.0,10.0,9.33,7.08,78.67,0.0,Green,m,1850.0,1850.0,1850.0,CHN,35,105
